Unique_Questionnaire_Number,Person_Number,Survey_Date,Province,Metro_Code,Geo_Type_Code,Stratum,Gender,Age,Marital_Status,Education_Level,Population_Group,Field_of_Study,Attendance_Status,Employment_Status,Labour_Force_Status,Unemployment_Status,Reason_for_Inactivity,Industry_Code,Occupation_Code,Previous_Industry_Code,Previous_Occupation_Code,Sector_Code,Informal_Employment_Status,Long_Term_Unemployment_Status,Underemployment_Status,"'Not in Education, Employment, or Training' Status",Graduate Status,Education Status,Age Group,Hours Worked,Weight
599109430000060102,1,2026-05-02,5,10,1,55104,2,28,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,465.20658155
599109730040000301,1,2026-06-02,5,10,1,55111,1,23,5,12,1,inf,2,2.0,2.0,1.0,,,,7.0,8.0,,,1.0,,1.0,2,5,5,,905.76083912
599109730040000601,1,2026-06-02,5,10,1,55111,2,61,5,2,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,13,,2039.7971917
599109730040000601,3,2026-06-02,5,10,1,55111,1,48,5,7,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,3,10,,2039.7971917
599109730040000601,4,2026-06-02,5,10,1,55111,2,21,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,2039.7971917
599109730040000601,5,2026-06-02,5,10,1,55111,2,37,1,12,1,inf,2,1.0,1.0,,,6.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,8,40.0,2039.7971917
599109730040000901,1,2026-06-02,5,10,1,55111,1,58,5,12,1,inf,2,1.0,1.0,,,6.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,12,40.0,1314.8764852
599109730040001201,1,2026-06-02,5,10,1,55111,1,24,5,9,1,inf,2,2.0,2.0,1.0,,,,9.0,9.0,,,1.0,,1.0,1,4,5,,905.76083912
599109730040001501,1,2026-06-02,5,10,1,55111,1,41,2,12,1,inf,2,1.0,1.0,,,5.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,1848.2111088
599109730040001501,2,2026-06-02,5,10,1,55111,2,30,2,11,1,inf,2,2.0,2.0,1.0,,,,6.0,5.0,,,2.0,,1.0,1,4,7,,1848.2111088
599109730040001801,1,2026-06-02,5,10,1,55111,1,31,5,11,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,4,7,,1421.9983135
599109730040002101,1,2026-06-02,5,10,1,55111,2,34,5,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1140.190478
599109730040002401,1,2026-06-02,5,10,1,55111,1,33,5,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1421.9983135
599109730040002701,1,2026-06-02,5,10,1,55111,1,36,2,12,1,inf,2,1.0,1.0,,,6.0,8.0,,,1.0,1.0,,2.0,2.0,2,5,8,40.0,1863.9676711
599109730040002701,2,2026-06-02,5,10,1,55111,2,32,2,11,1,inf,2,1.0,1.0,,,3.0,8.0,,,2.0,2.0,,2.0,2.0,1,4,7,40.0,1863.9676711
599109730040003001,1,2026-06-02,5,10,1,55111,2,50,5,11,1,inf,2,1.0,1.0,,,3.0,5.0,,,1.0,2.0,,2.0,2.0,1,4,11,40.0,769.10762711
599109730040003001,2,2026-06-02,5,10,1,55111,2,17,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,769.10762711
599109730040003301,1,2026-06-02,5,10,1,55111,1,44,5,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,9,35.0,1565.7997991
599109730040003601,1,2026-06-02,5,10,1,55111,1,27,5,12,1,inf,2,1.0,1.0,,,3.0,7.0,,,1.0,2.0,,2.0,2.0,2,5,6,40.0,1357.6784165
599109730040003901,1,2026-06-02,5,10,1,55111,1,34,5,12,1,inf,2,1.0,1.0,,,3.0,4.0,,,1.0,1.0,,2.0,2.0,2,5,7,40.0,1590.267062
599109730040003901,2,2026-06-02,5,10,1,55111,2,31,5,11,1,inf,2,2.0,2.0,1.0,,,,3.0,7.0,,,2.0,,1.0,1,4,7,,1590.267062
599109730040003901,3,2026-06-02,5,10,1,55111,1,15,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1590.267062
599109730040003901,5,2026-06-02,5,10,1,55111,2,24,5,11,1,inf,1,2.0,2.0,4.0,,,,1.0,9.0,,,1.0,,2.0,1,4,5,,1590.267062
599109730040004201,1,2026-06-02,5,10,1,55111,2,41,5,12,1,inf,2,1.0,1.0,,,6.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,816.66552809
599109730040004201,2,2026-06-02,5,10,1,55111,2,32,5,10,1,inf,2,1.0,1.0,,,3.0,8.0,,,1.0,2.0,,2.0,2.0,1,4,7,40.0,816.66552809
599109730040004201,3,2026-06-02,5,10,1,55111,1,16,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,816.66552809
599109730040004501,1,2026-06-02,5,10,1,55111,2,40,5,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,1307.2670852
599109730040004502,1,2026-06-02,5,10,1,55111,1,42,2,9,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,9,,1848.2111088
599109730040004502,2,2026-06-02,5,10,1,55111,2,32,2,12,1,inf,2,1.0,1.0,,,8.0,9.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1848.2111088
599109730040004801,1,2026-06-02,5,10,1,55111,2,25,5,10,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,6,,1211.5032154
599109730040005101,1,2026-06-02,5,10,1,55111,1,26,5,23,1,26.0,2,1.0,1.0,,,8.0,3.0,,,1.0,2.0,,2.0,2.0,3,6,6,40.0,1357.6784165
599109730040005401,1,2026-06-02,5,10,1,55111,2,33,5,11,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,1,4,7,52.0,1704.4096232
599109730040005401,2,2026-06-02,5,10,1,55111,1,30,5,11,1,inf,2,2.0,2.0,1.0,,,,7.0,8.0,,,1.0,,1.0,1,4,7,,1704.4096232
599109730040005701,1,2026-06-02,5,10,1,55111,1,54,5,8,1,inf,2,1.0,1.0,,,5.0,8.0,,,1.0,2.0,,2.0,2.0,1,4,11,32.0,1632.8249071
599109730040006001,1,2026-06-02,5,10,1,55111,1,37,5,11,1,inf,2,1.0,1.0,,,7.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,8,35.0,1501.8772299
599110550000000101,1,2026-04-02,5,10,1,55112,1,61,1,11,2,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,708.99752216
599110550000000101,2,2026-04-02,5,10,1,55112,2,58,1,12,2,inf,2,4.0,6.0,4.0,4.0,,,9.0,4.0,,,,,1.0,2,5,12,,708.99752216
599110550000000101,3,2026-04-02,5,10,1,55112,1,29,5,11,2,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,4,6,,708.99752216
599110550000000101,4,2026-04-02,5,10,1,55112,1,22,5,13,2,inf,2,1.0,1.0,,,8.0,4.0,,,2.0,2.0,,2.0,2.0,2,5,5,50.0,708.99752216
599110550000001901,1,2026-04-02,5,10,1,55112,1,40,2,7,2,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,3,9,,505.98718085
599110550000001901,2,2026-04-02,5,10,1,55112,2,39,2,12,2,inf,2,2.0,2.0,1.0,,,,3.0,4.0,,,2.0,,1.0,2,5,8,,505.98718085
599110550000001901,3,2026-04-02,5,10,1,55112,2,17,5,10,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,505.98718085
599110550000001901,4,2026-04-02,5,10,1,55112,1,15,5,7,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,3,4,,505.98718085
599110550000003701,1,2026-04-02,5,10,1,55112,2,56,3,12,2,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,12,,472.66621529
599110550000003701,2,2026-04-02,5,10,1,55112,2,21,5,12,2,inf,2,2.0,2.0,4.0,,,,3.0,8.0,,,2.0,,1.0,2,5,5,,472.66621529
599110550000003701,3,2026-04-02,5,10,1,55112,1,15,5,9,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,472.66621529
599110550000005501,1,2026-04-02,5,10,1,55112,2,63,4,11,2,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,498.12651455
599110550000005501,2,2026-04-02,5,10,1,55112,1,28,5,12,2,inf,2,2.0,2.0,4.0,,,,3.0,7.0,,,2.0,,1.0,2,5,6,,498.12651455
599110550000005501,3,2026-04-02,5,10,1,55112,1,22,5,9,2,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,5,,498.12651455
599110550000009101,1,2026-04-02,5,10,1,55112,1,54,1,12,2,inf,2,1.0,1.0,,,5.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,11,40.0,764.52878768
599110550000009101,2,2026-04-02,5,10,1,55112,2,59,1,10,2,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,12,,764.52878768
599110550000010901,4,2026-04-02,5,10,1,55112,2,34,5,22,2,5.0,2,2.0,2.0,4.0,,,,7.0,4.0,,,2.0,,1.0,3,6,7,,861.09631414
599110550000012701,1,2026-04-02,5,10,1,55112,2,62,5,9,2,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,365.62141
599110550000012701,2,2026-04-02,5,10,1,55112,2,37,5,12,2,inf,2,1.0,1.0,,,6.0,3.0,,,1.0,1.0,,2.0,2.0,2,5,8,45.0,365.62141
599110550000012701,3,2026-04-02,5,10,1,55112,1,16,5,10,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,365.62141
599110840000002601,1,2026-04-02,5,10,1,55113,2,41,3,13,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,9,45.0,908.32553791
599110840000002601,2,2026-04-02,5,10,1,55113,1,44,5,26,1,13.0,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,4,6,9,45.0,908.32553791
599110840000008001,1,2026-04-02,5,10,1,55113,1,37,5,13,1,inf,2,1.0,1.0,,,7.0,1.0,,,1.0,1.0,,2.0,2.0,2,5,8,60.0,976.66320058
599110840000008001,2,2026-04-02,5,10,1,55113,2,30,5,24,1,5.0,2,1.0,1.0,,,6.0,5.0,,,1.0,1.0,,2.0,2.0,3,6,7,45.0,976.66320058
599110840000010701,1,2026-04-02,5,10,1,55113,2,58,3,13,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,12,,786.37513578
599110840000010701,2,2026-04-02,5,10,1,55113,2,34,5,24,1,9.0,2,1.0,1.0,,,9.0,4.0,,,1.0,1.0,,2.0,2.0,3,6,7,45.0,786.37513578
599110840000013401,1,2026-04-02,5,10,1,55113,1,38,5,13,1,inf,2,1.0,1.0,,,8.0,9.0,,,2.0,2.0,,2.0,2.0,2,5,8,45.0,1126.2014882
599110840000013401,2,2026-04-02,5,10,1,55113,2,36,5,11,1,inf,2,4.0,4.0,3.0,2.0,,,,,,,,,1.0,1,4,8,,1126.2014882
599110840000016101,1,2026-04-02,5,10,1,55113,2,57,5,26,1,7.0,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,4,6,12,,597.78819062
599110840000018801,1,2026-04-02,5,10,1,55113,2,52,2,13,4,inf,2,1.0,1.0,,,3.0,7.0,,,2.0,1.0,,2.0,2.0,2,5,11,20.0,1023.0231525
599110840000018801,2,2026-04-02,5,10,1,55113,1,56,2,13,4,inf,2,1.0,1.0,,,9.0,4.0,,,2.0,2.0,,2.0,2.0,2,5,12,45.0,1023.0231525
599110840000018801,3,2026-04-02,5,10,1,55113,1,25,5,13,4,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,6,,1023.0231525
599110840000018801,4,2026-04-02,5,10,1,55113,2,22,5,8,4,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,5,,1023.0231525
599110840000021501,1,2026-04-02,5,10,1,55113,2,64,3,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,84.211174214
599110840000021501,2,2026-04-02,5,10,1,55113,1,17,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,84.211174214
599111020000020701,1,2026-06-02,5,10,1,55104,2,27,5,13,1,inf,2,1.0,1.0,,,3.0,9.0,,,1.0,2.0,,2.0,2.0,2,5,6,45.0,897.18752054
599111020000025301,1,2026-06-02,5,10,1,55104,1,62,1,11,3,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,1172.1664552
599111020000025301,2,2026-06-02,5,10,1,55104,2,52,1,11,3,inf,2,4.0,6.0,3.0,2.0,,,,,,,,,1.0,1,4,11,,1172.1664552
599111020000029901,1,2026-06-02,5,10,1,55104,1,36,2,11,1,inf,2,1.0,1.0,,,8.0,9.0,,,2.0,2.0,,2.0,2.0,1,4,8,40.0,1369.2872947
599111020000029901,2,2026-06-02,5,10,1,55104,2,35,2,11,1,inf,2,1.0,1.0,,,3.0,7.0,,,1.0,1.0,,2.0,2.0,1,4,8,40.0,1369.2872947
599111020000039101,1,2026-06-02,5,10,1,55104,1,38,4,26,3,8.0,2,1.0,1.0,,,6.0,7.0,,,2.0,1.0,,2.0,2.0,4,6,8,35.0,1454.3682629
599111220000001801,1,2026-05-02,5,10,1,55101,1,39,5,28,2,2.0,1,1.0,1.0,,,9.0,2.0,,,1.0,1.0,,2.0,2.0,4,6,8,45.0,835.51397262
599111220000006801,1,2026-05-02,5,10,1,55101,1,49,1,12,4,inf,2,1.0,1.0,,,8.0,3.0,,,1.0,1.0,,2.0,2.0,2,5,10,35.0,753.7186053
599111220000006801,2,2026-05-02,5,10,1,55101,2,39,1,12,4,inf,2,1.0,1.0,,,3.0,3.0,,,1.0,1.0,,2.0,2.0,2,5,8,35.0,753.7186053
599111220000009301,1,2026-05-02,5,10,1,55101,1,39,1,12,2,inf,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,2,5,8,45.0,833.80954218
599111220000009301,2,2026-05-02,5,10,1,55101,1,35,1,26,2,7.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,4,6,8,40.0,833.80954218
599111220000011801,1,2026-05-02,5,10,1,55101,1,48,1,24,2,3.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,10,40.0,547.85966835
599111220000011801,2,2026-05-02,5,10,1,55101,2,42,1,23,4,3.0,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,3,6,9,,547.85966835
599111220000011801,3,2026-05-02,5,10,1,55101,1,17,5,10,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,547.85966835
599111340000020501,1,2026-04-02,5,10,1,55110,1,51,1,23,1,8.0,2,1.0,1.0,,,7.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,11,40.0,1163.1675016
599111340000020501,2,2026-04-02,5,10,1,55110,2,46,1,26,1,4.0,2,1.0,1.0,,,7.0,1.0,,,1.0,1.0,,2.0,2.0,4,6,10,40.0,1163.1675016
599111340000020501,3,2026-04-02,5,10,1,55110,2,17,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1163.1675016
599111340000020501,5,2026-04-02,5,10,1,55110,2,28,5,13,1,inf,1,2.0,2.0,3.0,,,,,,,,2.0,,2.0,2,5,6,,1163.1675016
599111630000002101,1,2026-06-02,5,10,1,55110,1,37,5,12,1,inf,2,1.0,1.0,,,6.0,1.0,,,1.0,1.0,,2.0,2.0,2,5,8,60.0,1011.7909759
599111630000005901,1,2026-06-02,5,10,1,55110,2,18,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,417.06214537
599111630000009701,1,2026-06-02,5,10,1,55110,1,20,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,610.19677582
599111630000009702,1,2026-06-02,5,10,1,55110,1,19,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,402.62870826
599111630000009703,1,2026-06-02,5,10,1,55110,1,20,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,610.19677582
599111830000005401,1,2026-05-02,5,10,1,55110,2,48,5,26,1,5.0,2,1.0,1.0,,,6.0,1.0,,,1.0,1.0,,2.0,2.0,4,6,10,40.0,998.00367954
599111830000012201,1,2026-05-02,5,10,1,55110,2,41,5,26,1,5.0,2,1.0,1.0,,,7.0,4.0,,,1.0,1.0,,2.0,2.0,4,6,9,48.0,1102.9737783
599111830000012201,2,2026-05-02,5,10,1,55110,2,29,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,6,,1102.9737783
599111830000015601,1,2026-05-02,5,10,1,55110,2,74,3,10,3,inf,2,4.0,6.0,5.0,2.0,,,,,,,,,1.0,1,4,15,,792.30469432
599111830000019001,1,2026-05-02,5,10,1,55110,2,19,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,461.73110487
599111830000019001,2,2026-05-02,5,10,1,55110,2,20,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,461.73110487
599112110000000301,1,2026-05-02,5,10,1,55101,1,46,1,24,4,4.0,2,1.0,1.0,,,6.0,1.0,,,1.0,1.0,,2.0,2.0,3,6,10,40.0,305.92883945
599112110000000301,2,2026-05-02,5,10,1,55101,2,46,1,24,4,7.0,2,1.0,1.0,,,9.0,4.0,,,1.0,1.0,,2.0,2.0,3,6,10,35.0,305.92883945
599112110000003201,1,2026-05-02,5,10,1,55101,1,70,1,13,3,inf,2,1.0,1.0,,,7.0,1.0,,,1.0,1.0,,2.0,2.0,2,5,15,40.0,815.37953722
599112110000014801,1,2026-05-02,5,10,1,55101,2,34,5,22,1,9.0,2,1.0,1.0,,,5.0,3.0,,,1.0,2.0,,2.0,2.0,3,6,7,40.0,683.9732028
599112110000014801,2,2026-05-02,5,10,1,55101,1,31,5,10,1,inf,2,1.0,1.0,,,8.0,5.0,,,2.0,2.0,,2.0,2.0,1,4,7,36.0,683.9732028
599112110000014801,3,2026-05-02,5,10,1,55101,2,17,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,683.9732028
599112110000017701,1,2026-05-02,5,10,1,55101,1,49,1,24,3,5.0,2,1.0,1.0,,,7.0,1.0,,,1.0,1.0,,2.0,2.0,3,6,10,40.0,1400.1602214
599112110000017701,2,2026-05-02,5,10,1,55101,2,56,1,26,3,4.0,2,1.0,1.0,,,9.0,1.0,,,1.0,1.0,,2.0,2.0,4,6,12,40.0,1400.1602214
599112360080000301,1,2026-04-02,5,10,1,55111,1,36,2,7,1,inf,2,1.0,1.0,,,5.0,7.0,,,2.0,1.0,,2.0,2.0,1,3,8,56.0,2344.8479116
599112360080000301,2,2026-04-02,5,10,1,55111,2,35,2,10,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,8,,2344.8479116
599112360080000901,1,2026-04-02,5,10,1,55111,1,35,1,9,1,inf,2,1.0,1.0,,,10.0,9.0,,,3.0,2.0,,1.0,2.0,1,4,8,16.0,2105.3725446
599112360080000901,2,2026-04-02,5,10,1,55111,2,29,1,11,1,inf,2,4.0,4.0,5.0,6.0,,,,,,,,,1.0,1,4,6,,2105.3725446
599112360080001201,1,2026-04-02,5,10,1,55111,1,27,5,7,1,inf,2,1.0,1.0,,,5.0,9.0,,,2.0,2.0,,2.0,2.0,1,3,6,40.0,1629.2140998
599112360080001501,1,2026-04-02,5,10,1,55111,1,35,5,8,1,inf,2,1.0,1.0,,,8.0,9.0,,,2.0,2.0,,2.0,2.0,1,4,8,32.0,1802.2526758
599112760000004401,1,2026-05-02,5,10,1,55112,2,64,3,8,2,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,4,13,,739.55384885
599112760000004401,2,2026-05-02,5,10,1,55112,1,56,5,6,2,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,2,12,,739.55384885
599112760000004401,3,2026-05-02,5,10,1,55112,2,42,5,13,2,inf,2,2.0,2.0,1.0,,,,5.0,9.0,,,1.0,,1.0,2,5,9,,739.55384885
599112760000004401,4,2026-05-02,5,10,1,55112,2,34,5,26,2,7.0,2,1.0,1.0,,,9.0,2.0,,,1.0,1.0,,2.0,2.0,4,6,7,40.0,739.55384885
599112760000006901,1,2026-05-02,5,10,1,55112,1,42,1,26,2,9.0,2,1.0,1.0,,,7.0,3.0,,,1.0,1.0,,2.0,2.0,4,6,9,40.0,737.53247267
599112760000006901,2,2026-05-02,5,10,1,55112,2,41,1,26,2,27.0,2,1.0,1.0,,,8.0,3.0,,,1.0,1.0,,2.0,2.0,4,6,9,40.0,737.53247267
599112760000006901,3,2026-05-02,5,10,1,55112,2,23,5,26,2,4.0,2,1.0,1.0,,,9.0,2.0,,,1.0,2.0,,2.0,2.0,4,6,5,40.0,737.53247267
599112760000009401,1,2026-05-02,5,10,1,55112,1,45,1,13,2,inf,2,1.0,1.0,,,5.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,10,40.0,868.67425055
599112760000009401,2,2026-05-02,5,10,1,55112,2,44,1,12,2,inf,2,1.0,1.0,,,8.0,4.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,868.67425055
599112760000009401,3,2026-05-02,5,10,1,55112,1,43,5,11,2,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,4,9,,868.67425055
599112760000009401,4,2026-05-02,5,10,1,55112,2,20,5,12,2,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,868.67425055
599112760000009401,5,2026-05-02,5,10,1,55112,2,15,5,8,2,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,868.67425055
599112760000011901,1,2026-05-02,5,10,1,55112,1,64,1,12,2,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,2,5,13,,687.37496004
599112760000011901,2,2026-05-02,5,10,1,55112,2,61,1,12,2,inf,2,1.0,1.0,,,6.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,13,40.0,687.37496004
599112760000011901,3,2026-05-02,5,10,1,55112,1,29,1,12,2,inf,2,1.0,1.0,,,7.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,6,40.0,687.37496004
599112760000011901,4,2026-05-02,5,10,1,55112,2,27,1,12,2,inf,2,1.0,1.0,,,8.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,6,40.0,687.37496004
599112760000011901,5,2026-05-02,5,10,1,55112,1,18,5,8,2,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,4,,687.37496004
599113220000001601,1,2026-06-02,5,10,1,55109,2,30,5,12,1,inf,2,1.0,1.0,,,6.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,7,45.0,876.25225693
599113220000003801,1,2026-06-02,5,10,1,55109,2,53,5,9,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,4,11,,944.00876245
599113220000003801,2,2026-06-02,5,10,1,55109,2,23,5,9,1,inf,2,4.0,6.0,3.0,6.0,,,,,,,,,1.0,1,4,5,,944.00876245
599113220000008201,1,2026-06-02,5,10,1,55109,1,59,5,12,1,inf,2,1.0,1.0,,,5.0,7.0,,,2.0,2.0,,2.0,2.0,2,5,12,40.0,689.36573947
599113220000008201,2,2026-06-02,5,10,1,55109,1,21,5,12,1,inf,2,4.0,4.0,3.0,6.0,,,,,,,,,1.0,2,5,5,,689.36573947
599113220000010401,1,2026-06-02,5,10,1,55109,1,34,5,12,1,inf,2,1.0,1.0,,,7.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1142.3755154
599113220000010401,2,2026-06-02,5,10,1,55109,2,34,5,12,1,inf,2,1.0,1.0,,,7.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,7,40.0,1142.3755154
599113220000012601,1,2026-06-02,5,10,1,55109,1,25,5,12,1,inf,2,4.0,6.0,3.0,1.0,,,,,,,,,1.0,2,5,6,,1436.0536976
599113220000012601,2,2026-06-02,5,10,1,55109,1,26,5,12,1,inf,2,1.0,1.0,,,7.0,8.0,,,1.0,2.0,,2.0,2.0,2,5,6,40.0,1436.0536976
599113220000012601,3,2026-06-02,5,10,1,55109,2,39,5,13,1,inf,1,1.0,1.0,,,6.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,8,40.0,1436.0536976
599113220000017001,1,2026-06-02,5,10,1,55109,2,64,1,10,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,4,13,,606.80594179
599113220000021401,1,2026-06-02,5,10,1,55109,1,46,5,12,1,inf,2,1.0,1.0,,,7.0,8.0,,,1.0,2.0,,2.0,2.0,2,5,10,40.0,1099.8272433
599113750000000901,1,2026-04-02,5,10,1,55106,1,36,5,12,1,inf,2,1.0,1.0,,,8.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,8,60.0,822.08016793
599113750000002701,1,2026-04-02,5,10,1,55106,2,56,4,12,1,inf,2,1.0,1.0,,,9.0,8.0,,,1.0,1.0,,2.0,2.0,2,5,12,45.0,779.91550458
599113750000002701,2,2026-04-02,5,10,1,55106,1,26,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,6,,779.91550458
599113750000004501,1,2026-04-02,5,10,1,55106,1,50,4,12,1,inf,2,1.0,1.0,,,9.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,11,45.0,802.25504305
599113750000006301,1,2026-04-02,5,10,1,55106,1,71,1,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,598.32452689
599113750000006301,2,2026-04-02,5,10,1,55106,2,70,1,11,1,inf,2,4.0,6.0,5.0,2.0,,,,,,,,,1.0,1,4,15,,598.32452689
599113750000006301,3,2026-04-02,5,10,1,55106,2,19,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,598.32452689
599113750000006301,4,2026-04-02,5,10,1,55106,2,18,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,598.32452689
599113750000008101,1,2026-04-02,5,10,1,55106,1,49,1,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,10,45.0,1148.0472611
599113750000008101,2,2026-04-02,5,10,1,55106,2,46,1,12,1,inf,2,4.0,6.0,3.0,2.0,,,,,,,,,1.0,2,5,10,,1148.0472611
599113750000009901,1,2026-04-02,5,10,1,55106,2,59,3,12,1,inf,2,4.0,6.0,5.0,2.0,,,,,,,,,1.0,2,5,12,,429.02467076
599113750000011701,1,2026-04-02,5,10,1,55106,2,85,3,12,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,16,,685.72868546
599113750000011701,2,2026-04-02,5,10,1,55106,2,51,5,12,1,inf,2,1.0,1.0,,,6.0,5.0,,,1.0,2.0,,2.0,2.0,2,5,11,65.0,685.72868546
599113750000011701,3,2026-04-02,5,10,1,55106,1,20,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,685.72868546
